"orderRef","status","payMethod","customer","createdAt","amount","amountPaid","site","cartItems"
"Order - 1583053644712","Paid","5e418d921c2bfe2f15f86a5f","5e4116ea865c751fd4307d4a",1583053644712,270000,270000,"Okutukutu","[{""prodId"":""5e42ab2f1e2807574d4bf2c6"",""name"":""19L Dispenser Refill"",""price"":400,""qty"":500,""amount"":200000},{""prodId"":""5e4b95b3186081cb5aa9e839"",""name"":""50cl Pure Water"",""price"":70,""qty"":1000,""amount"":70000}]"
"Order - 1583059017961","Paid","5e418d9c1c2bfe2f15f86a60","5e41cb681c2bfe2f15f86a71",1583059017961,240000,240000,"Okutukutu","[{""prodId"":""5e42ab2f1e2807574d4bf2c6"",""name"":""19L Dispenser Refill"",""price"":400,""qty"":600,""amount"":240000}]"
